Age,Gender,Education Level,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
52,Non-binary,Bachelor's,Employed,Independent,USA,1-2 hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last 24 hours,Few times a week,Immigration,Very accurate,Yes,Very relevant,Moderate impact,Do not trust,Not concerned,Low quality,Not influential,Increase transparency
22,Female,PhD,Student,Conservative,UK,2-4 hours,Twitter,Several times a day,Memes,Independent bloggers,Longer than a week ago,Once a day,Immigration,Somewhat accurate,Yes,Not relevant,Strong impact,Trust somewhat,Very concerned,Moderate quality,Not influential,Improve fact-checking
40,Non-binary,Master's,Employed,Independent,UK,0-1 hour,Facebook,Once a day,News articles,Political parties,Within the last week,Once a day,Immigration,Not accurate,No,Not relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
33,Female,Master's,Employed,Independent,Canada,2-4 hours,Facebook,Once a day,Memes,Mainstream media,Within the last week,Few times a week,Immigration,Not accurate,No,Very relevant,No impact,Trust a lot,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
73,Non-binary,Master's,Employed,Conservative,USA,0-1 hour,Twitter,Once a day,News articles,Mainstream media,Within the last 24 hours,Rarely,Economy,Not accurate,No,Somewhat relevant,No impact,Trust a lot,Somewhat concerned,Moderate quality,Very influential,Provide more diverse sources
47,Non-binary,Bachelor's,Unemployed,Conservative,Australia,2-4 hours,Facebook,Once a day,News articles,Political parties,Within the last week,Rarely,Immigration,Somewhat accurate,No,Not relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Very influential,Increase transparency
34,Non-binary,Bachelor's,Employed,Liberal,Australia,2-4 hours,Facebook,Several times a day,Opinion pieces,Mainstream media,Within the last hour,Few times a week,Immigration,Not accurate,No,Not relevant,No impact,Trust somewhat,Very concerned,High quality,Very influential,Increase transparency
51,Non-binary,Bachelor's,Student,Independent,Canada,2-4 hours,Instagram,Once a day,Opinion pieces,Independent bloggers,Longer than a week ago,Few times a week,Healthcare,Very accurate,Yes,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Provide more diverse sources
41,Female,PhD,Student,Liberal,Canada,0-1 hour,Twitter,Few times a week,Memes,Independent bloggers,Longer than a week ago,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,Strong impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Enhance user controls
73,Non-binary,PhD,Student,Conservative,Canada,0-1 hour,Twitter,Several times a day,News articles,Mainstream media,Within the last week,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,Strong impact,Trust a lot,Not concerned,Low quality,Not influential,Improve fact-checking
47,Male,High School,Unemployed,Liberal,USA,1-2 hours,Instagram,Once a day,Opinion pieces,Independent bloggers,Longer than a week ago,Rarely,Economy,Not accurate,No,Not relevant,No impact,Do not trust,Very concerned,High quality,Very influential,Increase transparency
75,Female,High School,Student,Conservative,Canada,0-1 hour,Twitter,Once a day,Opinion pieces,Mainstream media,Longer than a week ago,Once a day,Immigration,Very accurate,Yes,Very relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Somewhat influential,Provide more diverse sources
65,Male,Bachelor's,Unemployed,Liberal,USA,4+ hours,Facebook,Once a day,News articles,Mainstream media,Within the last week,Rarely,Environment,Not accurate,No,Very relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
62,Female,Master's,Student,Liberal,UK,1-2 hours,Twitter,Several times a day,Memes,Political parties,Within the last week,Once a day,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Somewhat concerned,Moderate quality,Somewhat influential,Provide more diverse sources
49,Female,Master's,Student,Conservative,USA,0-1 hour,Twitter,Several times a day,Memes,Political parties,Within the last week,Few times a week,Environment,Very accurate,No,Very relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Not influential,Enhance user controls
26,Male,PhD,Unemployed,Independent,Australia,4+ hours,Twitter,Once a day,News articles,Mainstream media,Within the last hour,Rarely,Environment,Not accurate,No,Somewhat relevant,No impact,Trust somewhat,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
57,Female,High School,Student,Conservative,Canada,0-1 hour,Facebook,Rarely,Opinion pieces,Mainstream media,Within the last 24 hours,Few times a week,Healthcare,Very accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Enhance user controls
27,Female,High School,Employed,Conservative,Canada,1-2 hours,Twitter,Rarely,Memes,Mainstream media,Within the last hour,Rarely,Economy,Very accurate,Yes,Not relevant,Strong impact,Trust a lot,Very concerned,High quality,Not influential,Improve fact-checking
69,Female,Master's,Employed,Liberal,UK,4+ hours,Facebook,Several times a day,News articles,Mainstream media,Within the last week,Few times a week,Immigration,Very accurate,Yes,Not relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Not influential,Increase transparency
55,Male,PhD,Unemployed,Conservative,Canada,4+ hours,Twitter,Several times a day,Memes,Mainstream media,Within the last hour,Few times a week,Economy,Somewhat accurate,No,Somewhat relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Improve fact-checking
74,Female,Master's,Student,Independent,UK,1-2 hours,Instagram,Once a day,News articles,Mainstream media,Within the last week,Few times a week,Healthcare,Somewhat accurate,Yes,Not relevant,Strong impact,Do not trust,Not concerned,Low quality,Very influential,Improve fact-checking
47,Female,Master's,Unemployed,Independent,USA,4+ hours,Facebook,Several times a day,Opinion pieces,Mainstream media,Within the last hour,Once a day,Economy,Somewhat accurate,No,Not relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
42,Male,Bachelor's,Student,Conservative,USA,2-4 hours,Twitter,Several times a day,Memes,Independent bloggers,Within the last hour,Few times a week,Healthcare,Somewhat accurate,Yes,Not relevant,No impact,Trust a lot,Very concerned,Low quality,Not influential,Improve fact-checking
78,Male,PhD,Unemployed,Liberal,Australia,1-2 hours,Instagram,Several times a day,Memes,Independent bloggers,Within the last hour,Several times a day,Economy,Not accurate,Yes,Not relevant,No impact,Trust a lot,Very concerned,Low quality,Not influential,Improve fact-checking
42,Non-binary,Master's,Employed,Independent,USA,2-4 hours,Facebook,Rarely,Memes,Political parties,Within the last hour,Few times a week,Healthcare,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Provide more diverse sources
33,Non-binary,High School,Student,Independent,Australia,1-2 hours,Instagram,Few times a week,Opinion pieces,Mainstream media,Longer than a week ago,Few times a week,Healthcare,Very accurate,No,Very relevant,No impact,Do not trust,Not concerned,Low quality,Not influential,Provide more diverse sources
62,Female,Bachelor's,Unemployed,Conservative,Australia,1-2 hours,Instagram,Rarely,News articles,Independent bloggers,Within the last week,Rarely,Immigration,Very accurate,Yes,Very relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
69,Female,PhD,Unemployed,Independent,Australia,2-4 hours,Instagram,Rarely,Opinion pieces,Political parties,Within the last hour,Several times a day,Economy,Not accurate,Yes,Very relevant,Moderate impact,Do not trust,Not concerned,High quality,Very influential,Improve fact-checking
20,Female,High School,Employed,Liberal,UK,0-1 hour,Instagram,Once a day,Memes,Mainstream media,Within the last week,Several times a day,Immigration,Very accurate,No,Not relevant,Strong impact,Trust a lot,Very concerned,High quality,Very influential,Increase transparency
55,Male,Master's,Unemployed,Liberal,Canada,1-2 hours,Twitter,Several times a day,Opinion pieces,Mainstream media,Within the last hour,Once a day,Environment,Very accurate,No,Very relevant,Moderate impact,Trust somewhat,Not concerned,Moderate quality,Not influential,Provide more diverse sources
50,Non-binary,Bachelor's,Employed,Liberal,Australia,4+ hours,Twitter,Once a day,News articles,Mainstream media,Longer than a week ago,Several times a day,Healthcare,Very accurate,No,Somewhat relevant,No impact,Do not trust,Not concerned,High quality,Somewhat influential,Improve fact-checking
42,Non-binary,Master's,Employed,Liberal,Australia,2-4 hours,Twitter,Several times a day,News articles,Political parties,Within the last hour,Several times a day,Healthcare,Not accurate,Yes,Not relevant,Moderate impact,Trust somewhat,Somewhat concerned,Moderate quality,Somewhat influential,Enhance user controls
41,Non-binary,Master's,Employed,Liberal,Australia,1-2 hours,Facebook,Several times a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Rarely,Economy,Not accurate,No,Not relevant,Strong impact,Do not trust,Very concerned,High quality,Somewhat influential,Increase transparency
51,Non-binary,Master's,Student,Liberal,UK,1-2 hours,Instagram,Several times a day,Opinion pieces,Mainstream media,Within the last week,Rarely,Economy,Not accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Somewhat influential,Increase transparency
41,Male,Master's,Employed,Independent,UK,1-2 hours,Facebook,Rarely,Memes,Independent bloggers,Longer than a week ago,Rarely,Healthcare,Somewhat accurate,Yes,Very relevant,Strong impact,Trust somewhat,Very concerned,Moderate quality,Not influential,Improve fact-checking
50,Male,Bachelor's,Student,Liberal,UK,1-2 hours,Facebook,Several times a day,Opinion pieces,Independent bloggers,Within the last week,Few times a week,Immigration,Not accurate,No,Somewhat relevant,No impact,Do not trust,Not concerned,Low quality,Not influential,Increase transparency
44,Female,PhD,Student,Liberal,USA,1-2 hours,Instagram,Once a day,News articles,Mainstream media,Within the last week,Once a day,Environment,Not accurate,Yes,Very relevant,No impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
48,Male,High School,Unemployed,Independent,USA,2-4 hours,Instagram,Few times a week,Opinion pieces,Political parties,Longer than a week ago,Once a day,Healthcare,Somewhat accurate,No,Not relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
31,Female,Bachelor's,Employed,Independent,Canada,1-2 hours,Facebook,Once a day,Opinion pieces,Political parties,Within the last hour,Few times a week,Environment,Very accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Very influential,Improve fact-checking
57,Female,Master's,Employed,Liberal,Australia,2-4 hours,Facebook,Once a day,Memes,Political parties,Within the last week,Once a day,Healthcare,Not accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,High quality,Somewhat influential,Enhance user controls
55,Female,High School,Employed,Liberal,Australia,2-4 hours,Twitter,Several times a day,News articles,Independent bloggers,Longer than a week ago,Few times a week,Immigration,Not accurate,No,Not relevant,Moderate impact,Trust somewhat,Not concerned,Low quality,Somewhat influential,Improve fact-checking
40,Male,High School,Unemployed,Liberal,USA,4+ hours,Facebook,Once a day,Memes,Independent bloggers,Within the last 24 hours,Several times a day,Economy,Not accurate,Yes,Very relevant,Strong impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Enhance user controls
46,Non-binary,High School,Unemployed,Independent,USA,2-4 hours,Instagram,Rarely,News articles,Political parties,Within the last week,Rarely,Environment,Somewhat accurate,No,Not relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Enhance user controls
61,Non-binary,High School,Unemployed,Conservative,UK,2-4 hours,Instagram,Few times a week,News articles,Mainstream media,Longer than a week ago,Few times a week,Environment,Very accurate,No,Very relevant,Moderate impact,Trust somewhat,Not concerned,Low quality,Somewhat influential,Enhance user controls
39,Male,High School,Employed,Independent,Canada,2-4 hours,Instagram,Once a day,Memes,Independent bloggers,Longer than a week ago,Rarely,Healthcare,Very accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
65,Male,Master's,Student,Conservative,Australia,2-4 hours,Facebook,Once a day,Opinion pieces,Political parties,Within the last 24 hours,Rarely,Immigration,Not accurate,No,Very relevant,Strong impact,Trust somewhat,Very concerned,High quality,Not influential,Improve fact-checking
28,Female,Bachelor's,Student,Conservative,USA,0-1 hour,Facebook,Several times a day,News articles,Independent bloggers,Within the last week,Once a day,Healthcare,Somewhat accurate,No,Not relevant,No impact,Trust a lot,Not concerned,High quality,Somewhat influential,Improve fact-checking
34,Non-binary,Bachelor's,Employed,Conservative,USA,4+ hours,Instagram,Few times a week,Memes,Political parties,Within the last week,Once a day,Immigration,Somewhat accurate,No,Not relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Provide more diverse sources
